/home/akhmed.sakip/Documents/NLP703/Project/nlp703-speech-processing/notebooks/music-segments
item1447_5.wav	220500
item1252_7.wav	220500
item187_7.wav	220500
item1565_2.wav	220500
item783_10.wav	220500
item853_3.wav	220500
item1657_19.wav	220500
item500_11.wav	220500
item823_8.wav	220500
item1650_12.wav	220500
item484_7.wav	220500
item291_5.wav	220500
item1598_2.wav	220500
item1066_2.wav	220500
item1673_0.wav	220500
item1442_11.wav	220500
item1569_27.wav	220500
item259_18.wav	220500
item712_12.wav	220500
item135_12.wav	220500
item1173_27.wav	220500
item1483_3.wav	220500
item1058_11.wav	220500
item375_25.wav	220500
item948_2.wav	220500
item255_3.wav	220500
item1333_10.wav	220500
item1795_1.wav	220500
item440_1.wav	220500
item1218_26.wav	220500
item689_4.wav	220500
item966_19.wav	220500
item1214_41.wav	220500
item715_19.wav	220500
item1717_16.wav	220500
item1631_9.wav	220500
item1557_0.wav	220500
item1475_7.wav	220500
item792_15.wav	220500
item1641_2.wav	220500
item1066_17.wav	220500
item607_22.wav	220500
item1298_21.wav	220500
item1176_7.wav	220500
item1763_5.wav	220500
item1557_21.wav	220500
item519_9.wav	220500
item1832_17.wav	220500
item1682_21.wav	220500
item1678_4.wav	220500
item764_1.wav	220500
item171_3.wav	220500
item7_21.wav	220500
item1274_14.wav	220500
item419_46.wav	220500
item454_33.wav	220500
item319_17.wav	220500
item1229_8.wav	220500
item1075_31.wav	220500
item364_20.wav	220500
item858_7.wav	220500
item345_6.wav	220500
item1505_15.wav	220500
item550_4.wav	220500
item826_16.wav	220500
item468_16.wav	220500
item696_20.wav	220500
item1212_24.wav	220500
item1435_24.wav	220500
item1268_18.wav	220500
item1608_24.wav	220500
item193_8.wav	220500
item1675_13.wav	220500
item883_10.wav	220500
item1103_19.wav	220500
item1809_5.wav	220500
item718_10.wav	220500
item1175_42.wav	220500
item313_0.wav	220500
item231_7.wav	220500
item610_0.wav	220500
item1119_7.wav	220500
item661_12.wav	220500
item1041_35.wav	220500
item153_22.wav	220500
item286_22.wav	220500
item1707_1.wav	220500
item907_22.wav	220500
item549_22.wav	220500
item1030_4.wav	220500
item418_28.wav	220500
item1625_6.wav	220500
item1043_16.wav	220500
item1204_1.wav	220500
item391_31.wav	220500
item709_15.wav	220500
item1533_4.wav	220500
item313_15.wav	220500
item1459_16.wav	220500
item1428_5.wav	220500
item886_38.wav	220500
item1838_15.wav	220500
item1688_23.wav	220500
item955_16.wav	220500
item1184_15.wav	220500
item1084_9.wav	220500
item4_7.wav	220500
item20_23.wav	220500
item1307_14.wav	220500
item1519_7.wav	220500
item527_5.wav	220500
item1356_11.wav	220500
item1571_11.wav	220500
item488_9.wav	220500
item1667_27.wav	220500
item1499_11.wav	220500
item891_24.wav	220500
item193_25.wav	220500
item631_7.wav	220500
item777_13.wav	220500
item342_10.wav	220500
item565_10.wav	220500
item1636_3.wav	220500
item1296_19.wav	220500
item758_10.wav	220500
item1635_13.wav	220500
item1012_13.wav	220500
item1379_12.wav	220500
item433_11.wav	220500
item1252_24.wav	220500
item1217_4.wav	220500
item1402_6.wav	220500
item229_6.wav	220500
item934_7.wav	220500
item1646_8.wav	220500
item1763_12.wav	220500
item729_40.wav	220500
item1632_18.wav	220500
